scenario,connect,send,wait,history,total
single-w,65.913,10.15706,5154.91609,51.58238,5216.69218
multi-25x4w-stag500,6780.3035,19.94308,9591.06935,208.82574,9819.87776
multi-inst-25x4i,1975.9675000000002,5.56177,9218.57917,179.49531,9403.67059
multi-inst-25x2ix2w-500,2772.0344999999998,16.98519,9487.01978,122.52610999999999,9626.567360000001
