scenario,run_dir,run_started_at,run_finished_at,run_wall_clock_sec,first_request_started_at,last_request_finished_at,request_window_sec
single-w,/root/Zehao/ClawHarness/out/batch_run_5/task-01/20260420T124419Z_vps-docker-qwen3-235b-single-100-request,2026-04-20T12:44:27.799062+00:00,2026-04-20T12:53:13.276954+00:00,525.477892,2026-04-20T12:44:27.865302+00:00,2026-04-20T12:53:09.539178+00:00,521.673876
multi-25x4w-stag500,/root/Zehao/ClawHarness/out/batch_run_5/task-01/20260420T132533Z_vps-docker-qwen3-235b-multi-25x4w-stag500-request,2026-04-20T13:25:41.795349+00:00,2026-04-20T13:30:10.959344+00:00,269.163995,2026-04-20T13:25:49.265092+00:00,2026-04-20T13:29:58.331433+00:00,249.066341
multi-inst-25x4i,/root/Zehao/ClawHarness/out/batch_run_5/task-01/20260420T133820Z_vps-docker-qwen3-235b-single-inst-25x4i-request,2026-04-20T13:38:50.850510+00:00,2026-04-20T13:43:46.887582+00:00,296.037072,2026-04-20T13:38:50.982407+00:00,2026-04-20T13:42:49.316268+00:00,238.333861
multi-inst-25x2ix2w-500,/root/Zehao/ClawHarness/out/batch_run_5/task-01/20260420T141506Z_vps-docker-qwen3-235b-multi-inst-25x2ix2w-stag500-request,2026-04-20T14:15:21.285984+00:00,2026-04-20T14:19:50.772220+00:00,269.486236,2026-04-20T14:15:21.352356+00:00,2026-04-20T14:19:26.089175+00:00,244.736819
