scenario,utilization_pct,hbm_usage_pct,aicore_usage_pct
single-w,33.557291666666664,92.0,12.161458333333334
multi-5x4w-stag500,65.42708333333333,92.0,34.385416666666664
multi-inst-5x4i,69.89696134135473,92.0,27.425426136363637
multi-inst-5x2ix2w-500,47.86607142857143,92.0,24.24107142857143
