scenario,connect,send,wait,history,total
single-w,30612.099,3.3966000000000003,3602.0622000000003,224.29674999999997,3829.7934
multi-5x4w-stag500,13417.075499999999,21.579349999999998,15956.947450000001,167.1943,16145.76125
multi-inst-5x4i,7123.8324999999995,8.77655,22793.3,817.06855,23619.18395
multi-inst-5x2ix2w-500,12441.405999999999,93.5874,7104.391500000001,936.1307999999999,8134.147500000001
