scenario,send_p95,send_p99,wait_p50,wait_p95,wait_p99,history_p95,history_p99,total_p95,total_p99
single-w,4.355,22.625,2865.895,3733.289,16750.14,13.705,4347.731,3741.048,21102.278
multi-5x4w-stag500,52.226,261.887,15336.905,20079.978,31720.558,76.778,3005.485,20348.885,34730.049
multi-inst-5x4i,33.698,39.3,13259.776,17850.009,216012.715,3986.259,4486.557,20082.315,216020.342
multi-inst-5x2ix2w-500,688.19,701.276,6243.141,17103.185,18426.505,9275.135,9281.194,17116.938,18439.092
