scenario,pct_cpu_total,pct_cpu_usr,pct_cpu_system,pct_cpu_wait
single-w,52.06306306306306,43.288288288288285,8.774774774774775,0.05405405405405406
multi-5x4w-stag500,52.42727272727273,42.481818181818184,9.945454545454545,0.13636363636363635
multi-inst-5x4i,54.52702274155763,44.483100013332574,10.043922728225054,0.09436667111085716
multi-inst-5x2ix2w-500,124.79710144927536,105.14492753623188,19.652173913043477,0.4492753623188406
