scenario,interrupts_per_s,system_context_switches_per_s,run_queue,blocked_processes,benchmark_cswch_per_s,benchmark_nvcswch_per_s,benchmark_iodelay
single-w,787465.7410714285,1351303.4285714286,19.455357142857142,0.0,29.81981981981982,32.27927927927928,0.0
multi-5x4w-stag500,786040.7297297297,1305552.2702702703,25.45945945945946,0.009009009009009009,30.581818181818182,56.70909090909091,0.0
multi-inst-5x4i,881236.8992161611,1406911.0225411928,35.18751844137811,0.00369689084924186,38.6604344831089,47.42813696360208,0.0
multi-inst-5x2ix2w-500,764543.0714285714,1313773.5857142857,22.292857142857144,0.014285714285714285,50.92753623188406,194.39130434782606,0.0
