scenario,utilization_pct,hbm_usage_pct,aicore_usage_pct
multi-5x4w-stag150,52.1625,92.0,27.15625
multi-5x4w-stag300,54.9609375,92.0,28.1171875
multi-5x4w-stag500,65.42708333333333,92.0,34.385416666666664
