scenario,total_mean,total_p50,total_p95,total_p99
multi-5x4w-stag150,11184.935150000001,9411.613,18846.211,36199.361
multi-5x4w-stag300,10324.01025,8262.372,19565.767,36169.209
multi-5x4w-stag500,16145.76125,15351.649,20348.885,34730.049
