scenario,pct_cpu_total,pct_cpu_usr,pct_cpu_system,pct_cpu_wait
single-20,25.653769841269842,20.90888888888889,4.744880952380952,0.023809523809523808
multi-5x4w-stag150,45.848872180451124,37.16481203007519,8.68406015037594,0.045112781954887216
multi-5x4w-stag300,50.3515625,40.6953125,9.65625,0.0546875
multi-5x4w-stag500,50.826771653543304,40.25984251968504,10.566929133858268,0.05511811023622047
