scenario,run_dir,run_started_at,run_finished_at,run_wall_clock_sec,first_request_started_at,last_request_finished_at,request_window_sec
single-20,/root/Zehao/ClawHarness/out/batch_run_1/task-01/20260416T132159Z_vps-docker-qwen3-32b8x2-single-20-request,2026-04-16T13:22:07.496235+00:00,2026-04-16T13:26:27.277752+00:00,259.781517,2026-04-16T13:22:08.235413+00:00,2026-04-16T13:26:19.587649+00:00,251.352236
multi-5x4w-stag150,/root/Zehao/ClawHarness/out/batch_run_1/task-01/20260416T133141Z_vps-docker-qwen3-32b8x2-multi-5x4w-stag150-request,2026-04-16T13:31:48.992930+00:00,2026-04-16T13:34:12.007132+00:00,143.014202,2026-04-16T13:31:49.614158+00:00,2026-04-16T13:34:02.697258+00:00,133.0831
multi-5x4w-stag300,/root/Zehao/ClawHarness/out/batch_run_1/task-01/20260416T133828Z_vps-docker-qwen3-32b8x2-multi-5x4w-stag300-request,2026-04-16T13:38:36.479127+00:00,2026-04-16T13:40:55.067199+00:00,138.588072,2026-04-16T13:38:37.266790+00:00,2026-04-16T13:40:44.784376+00:00,127.517586
multi-5x4w-stag500,/root/Zehao/ClawHarness/out/batch_run_1/task-01/20260416T134556Z_vps-docker-qwen3-32b8x2-multi-5x4w-stag500-request,2026-04-16T13:46:04.763716+00:00,2026-04-16T13:48:18.194340+00:00,133.430624,2026-04-16T13:46:21.885054+00:00,2026-04-16T13:48:12.232039+00:00,110.346985
