scenario,utilization_pct,hbm_usage_pct,aicore_usage_pct
单实例串行,79.86036036036036,94.0,28.42511261261261
单实例4会话并行,87.40875,95.0,44.37375
单容器4实例并行,87.4364406779661,96.92902542372882,40.95127118644068
4容器单实例并行,78.93820520480008,95.0,37.92007480856203
