scenario,connect,send,wait,history,total
单实例串行,67.328,3.7432,10659.810309999999,52.52391000000001,10716.11214
单实例4会话并发,898.62825,8.49536,15743.31589,41.805910000000004,15793.655120000001
单容器4实例并发,5649.08625,4.5814900000000005,14463.243860000002,182.0920900000002,14649.956980000003
4容器实例独占,2331.294,6.28886,11241.888729999999,183.00159,11431.21781
