scenario,rows_with_usage,output_tokens_mean,output_tps_request_mean,output_tps_session_delta_mean
multi-25x4w-stag150,99,16.656565656565657,1.7460405454545453,1.7460405454545453
multi-25x4w-stag300,100,16.55,1.70505001,1.70505001
multi-25x4w-stag500,98,16.540816326530614,1.7208952959183674,1.7208952959183674
