scenario,connect,send,wait,history,total
multi-25x4w-stag150,7125.0575,23.62159,9685.54654,108.80923999999999,9818.02166
multi-25x4w-stag300,6370.838,20.58377,9968.89233,78.92993,10068.44386
multi-25x4w-stag500,6780.3035,19.94308,9591.06935,208.82574,9819.87776
