scenario,send_p95,send_p99,wait_p50,wait_p95,wait_p99,history_p95,history_p99,total_p95,total_p99
multi-25x4w-stag150,169.912,224.419,9326.863,10720.867,22268.056,22.491,39.837,10740.895,22369.279
multi-25x4w-stag300,38.459,225.592,9522.569,10350.269,20828.75,39.084,3129.247,10414.612,20843.874
multi-25x4w-stag500,42.924,225.228,9381.231,11281.706,21695.922,26.114,9692.42,11295.614,21724.197
