scenario,connect,send,wait,history,total
multi-25x4w-500,898.62825,8.49536,15743.31589,41.805910000000004,15793.655120000001
25x2ix2w-300,4030.52575,12.014100000000001,10443.977859999999,129.08249,10585.10987
multi-25x1dx4ix1w-500,5649.08625,4.58149,14463.243859999999,182.09208999999998,14649.95698
multi-25x2dx2ix1w-500,2311.869,4.32861,12508.64862,183.37682,12696.39456
