scenario,interrupts_per_s,system_context_switches_per_s,run_queue,blocked_processes,benchmark_cswch_per_s,benchmark_nvcswch_per_s,benchmark_iodelay
multi-25x4w-500,821966.9595744681,1316656.8063829788,32.304255319148936,0.002127659574468085,29.16125531914894,17.327468085106382,0.0
25x2ix2w-300,817087.8346176214,1321615.6634578595,30.87295113328538,0.002766257020859797,50.4424376731302,30.80747922437673,0.0
multi-25x1dx4ix1w-500,842955.4875,1337455.4410714286,33.128571428571426,0.008928571428571428,,,
multi-25x2dx2ix1w-500,803880.9822522881,1306945.3873975328,30.87957421408675,0.0,,,
