scenario,benchmark_pct_cpu_total,benchmark_pct_cpu_usr,benchmark_pct_cpu_system,benchmark_pct_cpu_wait,system_cpu_user_pct,system_cpu_system_pct,system_cpu_iowait_pct,system_cpu_idle_pct
multi-25x4w-500,28.92944680851064,22.784893617021275,6.144553191489361,0.031914893617021274,8.817021276595744,8.663829787234043,0.0,82.56170212765957
25x2ix2w-300,47.11656509695291,37.48271468144044,9.633850415512466,0.05817174515235457,8.560180438009827,8.394212668921504,0.0,83.0636162593165
multi-25x1dx4ix1w-500,47.83576576576577,,,,8.875,9.653571428571428,0.0,81.47321428571429
multi-25x2dx2ix1w-500,76.84213461538462,,,,8.730728213290888,7.936112216474333,0.0,83.40197771587745
