scenario,benchmark_cpu_peak,benchmark_cpu_peak_t_sec,benchmark_rss_peak_kib,benchmark_rss_peak_t_sec,system_disk_pct_util_peak,system_disk_pct_util_peak_t_sec,system_disk_w_await_peak,system_disk_w_await_peak_t_sec,system_interrupts_peak,system_interrupts_peak_t_sec,system_context_switches_peak,system_context_switches_peak_t_sec,system_run_queue_peak,system_run_queue_peak_t_sec,npu_utilization_peak,npu_utilization_peak_t_sec,npu_aicore_peak,npu_aicore_peak_t_sec,npu_hbm_peak,npu_hbm_peak_t_sec
multi-25x4w-500,168.0,129.0,952960.0,229.0,10.8,54.0,5.23,3.0,1053689.0,432.0,1654277.0,432.0,72.0,157.0,96.375,375.020043,53.125,121.325566,95.0,0.0
25x2ix2w-300,321.0,89.0,1742364.0,22.0,5.6,36.0,3.42,12.0,984411.0,336.0,1552910.5,266.0,67.0,179.0,97.0,65.362599,53.25,65.362599,95.0,0.0
multi-25x1dx4ix1w-500,494.88,10.114917,3770679.296,22.776175,12.8,12.0,4.79,13.0,1114377.0,389.0,1787602.0,389.0,72.0,388.0,96.6875,253.383735,52.375,37.371809,97.0,112.937631
multi-25x2dx2ix1w-500,324.65,0.0,2884632.5760000004,0.0,12.8,36.0,9.66,29.0,915567.0,119.0,1503106.0,119.0,65.0,53.0,96.25,180.598311,52.5625,86.477763,96.0,0.0
