scenario,send_p95,send_p99,wait_p50,wait_p95,wait_p99,history_p95,history_p99,total_p95,total_p99
multi-25x4w-500,23.974,56.965,14114.849,19210.958,40541.727,16.97,33.874,19222.43,40556.523
25x2ix2w-300,37.879,263.395,8259.421,18498.19,43240.202,18.018,3834.907,19529.335,43253.25
multi-25x1dx4ix1w-500,13.643,40.919,12446.958,34261.942,47041.983,22.523,4289.627,34271.329,47058.792
multi-25x2dx2ix1w-500,10.526,31.706,12285.103,15217.58,22792.475,17.965,4413.615,15518.988,27211.727
