scenario,benchmark_cpu_peak,benchmark_cpu_peak_t_sec,benchmark_rss_peak_kib,benchmark_rss_peak_t_sec,system_disk_pct_util_peak,system_disk_pct_util_peak_t_sec,system_disk_w_await_peak,system_disk_w_await_peak_t_sec,system_interrupts_peak,system_interrupts_peak_t_sec,system_context_switches_peak,system_context_switches_peak_t_sec,system_run_queue_peak,system_run_queue_peak_t_sec,npu_utilization_peak,npu_utilization_peak_t_sec,npu_aicore_peak,npu_aicore_peak_t_sec,npu_hbm_peak,npu_hbm_peak_t_sec
multi-inst-25x2dx2ix1w-stag150,257.01,6.035644,2865758.208,0.0,7.6000000000000005,18.0,3.04,5.0,1044405.5,465.0,1638942.5,465.0,65.0,175.0,96.4375,330.577234,53.1875,104.115168,96.0,245.478381
multi-inst-25x2dx2ix1w-stag300,247.08,9.060389,2915041.2800000003,0.0,8.600000000000001,8.0,4.79,5.0,1015944.0,479.0,1632391.0,531.0,65.0,52.0,96.875,369.21005,53.5625,170.308318,96.0,0.0
multi-inst-25x2dx2ix1w-stag500,324.65,0.0,2884632.5760000004,0.0,12.8,36.0,9.66,29.0,915567.0,119.0,1503106.0,119.0,65.0,53.0,96.25,180.598311,52.5625,86.477763,96.0,0.0
