scenario,run_dir,run_started_at,run_finished_at,run_wall_clock_sec,first_request_started_at,last_request_finished_at,request_window_sec
multi-inst-25x2dx2ix1w-stag150,/root/Zehao/ClawHarness/out/batch_run_5/task-01/20260420T141951Z_vps-docker-qwen3-235b-multi-inst-25x2dx2ix1w-stag150-worker,2026-04-20T14:20:07.936208+00:00,2026-04-20T14:28:55.478108+00:00,527.5419,2026-04-20T14:20:08.020802+00:00,2026-04-20T14:28:25.925260+00:00,497.904458
multi-inst-25x2dx2ix1w-stag300,/root/Zehao/ClawHarness/out/batch_run_5/task-01/20260420T143434Z_vps-docker-qwen3-235b-multi-inst-25x2dx2ix1w-stag300-worker,2026-04-20T14:34:50.469038+00:00,2026-04-20T14:43:58.030255+00:00,547.561217,2026-04-20T14:34:50.559830+00:00,2026-04-20T14:43:25.403014+00:00,514.843184
multi-inst-25x2dx2ix1w-stag500,/root/Zehao/ClawHarness/out/batch_run_5/task-01/20260420T144926Z_vps-docker-qwen3-235b-multi-inst-25x2dx2ix1w-stag500-worker,2026-04-20T14:49:42.870884+00:00,2026-04-20T14:55:53.047390+00:00,370.176506,2026-04-20T14:49:42.940011+00:00,2026-04-20T14:55:21.120355+00:00,338.180344
