scenario,utilization_pct,hbm_usage_pct,aicore_usage_pct
multi-inst-25x2dx2ix1w-stag150,86.3275462962963,95.81192129629629,43.80381944444444
multi-inst-25x2dx2ix1w-stag300,84.82397399749374,96.0,43.551143483709275
multi-inst-25x2dx2ix1w-stag500,83.68587748933143,96.0,44.02827169274538
