scenario,run_dir,openat_count,openat_total_sec,openat_mean_ms,statx_count,statx_total_sec,statx_mean_ms,newfstatat_count,newfstatat_total_sec,newfstatat_mean_ms,pread64_count,pread64_total_sec,pread64_mean_ms,clone_count,clone_total_sec,clone_mean_ms,sched_yield_count,sched_yield_total_sec,sched_yield_mean_ms,futex_count,futex_total_sec,futex_mean_ms,read_count,read_total_sec,read_mean_ms,write_count,write_total_sec,write_mean_ms,futex_total_sec_per_request,futex_total_sec_per_wall_sec,statx_total_sec_per_request,statx_total_sec_per_wall_sec,openat_total_sec_per_request,openat_total_sec_per_wall_sec,estimated_makespan_sec
vps-docker-single-task-00-500-full,/root/client-harness/out/20260325T173324Z_vps-docker-single-task-00-500-full,159096,4.405127,0.027688483682807866,798797,17.342725,0.021711054247825164,33660,0.720429,0.021403119429590018,70,0.001503,0.02147142857142857,35,0.19230499999999998,5.494428571428571,2,6.1000000000000005e-05,0.0305,103536,4230.282737,40.85808546785659,278760,6.169950000000001,0.022133555746879034,88553,2.697243,0.030459081002337584,8.460565474000001,7.03671438135065,0.03468545,0.028848143258115622,0.008810254,0.007327552894149742,601.173006
vps-docker-multi-task-00-500-full,/root/client-harness/out/20260325T200959Z_vps-docker-multi-task-00-500-full,160329,4.547293,0.028362261350098856,809799,17.700728,0.0218581746828534,33630,0.722803,0.021492804044008326,71,0.001435,0.020211267605633805,36,0.21881500000000004,6.078194444444445,1,1.9e-05,0.019,108268,4239.576375,39.158166540436696,184784,4.057198,0.021956435622131787,81996,2.524675,0.030790221474218258,8.479152749999999,7.127866765607756,0.035401456000000005,0.029759678722207868,0.009094586,0.007645221074282637,594.788948
