,vps-docker-single-task-00-500-full,vps-docker-multi-task-00-500-10x50
fs_async,143.51095807945683,201.68145888145182
fs_callback,163.73881415929202,158.56211209439527
promise_callback,2.7411929634151857,2.780817037707966
event_loop_immediate,1.5460178855325915,2.3660042016806724
event_loop_timers,4.423363636363636,3.562086956521739
