scenario,cpu_percent,mem_percent,block_read_bytes_per_s,block_write_bytes_per_s
vps-docker-single-task-00-500-full,96.60692307692308,4.149230769230769,0.0,32208.337021810054
vps-docker-multi-task-00-500-10x50,105.57818181818183,4.123636363636364,0.0,77252.08325075347
