scenario,fs_async_mean_ms,fs_callback_mean_ms,promise_callback_mean_ms,event_loop_immediate_mean_ms,event_loop_timers_mean_ms,fs_async_count,fs_callback_count,promise_callback_count
vps-docker-single-task-00-500-full,143.51095807945683,163.73881415929202,2.7411929634151857,1.5460178855325915,4.423363636363636,262759.0,339.0,22113.0
vps-docker-multi-task-00-500-10x50,201.68145888145182,158.56211209439527,2.780817037707966,2.3660042016806724,3.562086956521739,258764.0,339.0,20977.0
