scenario,run_dir,sample_count,fs_worker_exec_count,fs_worker_exec_pct,fs_callback_count,fs_callback_pct,event_loop_poll_count,event_loop_poll_pct,microtask_count,microtask_pct,futex_sync_count,futex_sync_pct,worker_message_count,worker_message_pct,json_parse_count,json_parse_pct,libuv_worker_other_count,libuv_worker_other_pct,gateway_main_other_count,gateway_main_other_pct,v8_worker_count,v8_worker_pct,other_count,other_pct
vps-docker-single-task-00-500-full,/root/client-harness/out/20260325T173324Z_vps-docker-single-task-00-500-full,909005,480,0.05280499007156176,,,60562,6.66244960148734,716422,78.81386791051754,,,16,0.0017601663357187255,,,5915,0.6507114922360163,87316,9.605667735601015,33904,3.7297924653879795,4390,0.4829456383628253
vps-docker-multi-task-00-500-10x50,/root/client-harness/out/20260325T174736Z_vps-docker-multi-task-00-500-10x50,884927,519,0.05864890550293979,3.0,0.0003390110144678601,56557,6.391148648419587,697134,78.77870152001239,,,9,0.00101703304340358,,,5743,0.6489800853629735,86496,9.774365569137341,33923,3.8334235479310723,4543,0.5133756795758294
