scenario,run_dir,requests_total,requests_ok,requests_failed,connect_mean_ms,send_mean_ms,send_p95_ms,send_p99_ms,wait_mean_ms,wait_p50_ms,wait_p95_ms,wait_p99_ms,history_mean_ms,history_p95_ms,history_p99_ms,total_mean_ms,total_p50_ms,total_p95_ms,total_p99_ms,docker_cpu_percent_mean,docker_mem_percent_mean,docker_block_read_bytes_per_s_mean,docker_block_write_bytes_per_s_mean,pidstat_cpu_percent_mean,pidstat_rss_kib_mean,pidstat_kb_wr_per_s_mean,pidstat_iodelay_mean,pidstat_cswch_per_s_mean,pidstat_nvcswch_per_s_mean,iostat_busiest_device,iostat_pct_util_mean,iostat_r_await_mean,iostat_w_await_mean,iostat_f_await_mean,iostat_aqu_sz_mean,iostat_wkb_s_mean,vmstat_interrupts_per_s_mean,vmstat_context_switches_per_s_mean,vmstat_run_queue_mean,perf_cache_misses_mean,perf_context_switches_mean,perf_cpu_migrations_mean,perf_page_faults_mean,perf_unsupported_events,strace_events_per_s_peak,strace_events_per_s_peak_t_sec,strace_duration_ms_per_s_peak,strace_duration_ms_per_s_peak_t_sec,strace_top_syscall,strace_top_syscall_total_duration_sec
vps-docker-single-task-00-500-full,/root/client-harness/out/20260325T150238Z_vps-docker-single-task-00-500-full,500,500,0,80.51,1.05643,1.387,5.995,278.545528,251.336,364.335,386.228,17.383741999999998,23.766,34.818,297.010668,272.935,384.514,403.824,62.64483333333333,3.7198333333333333,0.0,13728.208867356923,64.18335570469799,2503704.563758389,229.30080536912752,0.0,22098.55610738255,0.18114093959731542,vda,0.6824324324324325,0.0,1.3319594594594595,0.01418918918918919,0.09527027027027027,2025.5135135135135,58063.62416107383,102702.65771812081,1.395973154362416,,36.83753020134228,40.9241677852349,7.302872483221476,"cache-misses, cache-references",4399.0,0.0,14339.846000000243,25.0,futex,1178.035728
vps-docker-multi-task-00-500-10x50,/root/client-harness/out/20260325T150547Z_vps-docker-multi-task-00-500-10x50,500,500,0,956.693,1.9435419999999999,2.082,11.203,2533.7709959999997,2507.927,2946.515,3958.396,9.656536000000001,14.164,21.485,2545.3943679999998,2517.716,2961.862,3968.59,64.73132075471699,4.0726415094339625,0.0,31568.792525403893,64.59848484848484,2732345.515151515,276.969696969697,0.0,22662.734848484848,0.1590909090909091,vda,0.5526717557251909,0.0,1.2138167938931297,0.015267175572519083,0.022900763358778626,1201.0076335877864,59353.40151515151,105562.10606060606,1.5303030303030303,,37.87125,41.91221212121212,196.68331818181818,"cache-misses, cache-references",5851.0,0.0,9849.841000000066,89.0,futex,1045.944689
