scenario,interrupts_per_s,system_context_switches_per_s,run_queue,perf_cache_misses,perf_context_switches,perf_cpu_migrations,perf_page_faults,perf_unsupported_events,strace_events_per_s_peak,strace_duration_ms_per_s_peak,strace_top_syscall,strace_top_syscall_total_duration_sec
vps-docker-single-task-00-500-full,15084.15625,15701.125,1.21875,,726.836609375,4.728703125,9.481859374999999,"cache-misses, cache-references",,,,
vps-docker-multi-task-00-500-10x50,12258.036363636364,17637.18181818182,1.3454545454545455,,68.44752727272727,4.903381818181818,0.0,"cache-misses, cache-references",,,,
