scenario,run_dir,instance_num,requests_total,requests_ok,requests_failed,connect_mean_ms,send_mean_ms,send_p95_ms,send_p99_ms,wait_mean_ms,wait_p50_ms,wait_p95_ms,wait_p99_ms,history_mean_ms,history_p95_ms,history_p99_ms,total_mean_ms,total_p50_ms,total_p95_ms,total_p99_ms,benchmark_cpu_percent_mean,benchmark_cpu_usr_percent_mean,benchmark_cpu_system_percent_mean,benchmark_cpu_wait_percent_mean,benchmark_rss_kib_mean,benchmark_kb_wr_per_s_mean,benchmark_iodelay_mean,benchmark_cswch_per_s_mean,benchmark_nvcswch_per_s_mean,system_busiest_device,system_disk_pct_util_mean,system_disk_r_await_mean,system_disk_w_await_mean,system_disk_aqu_sz_mean,system_disk_wkb_s_mean,system_interrupts_per_s_mean,system_context_switches_per_s_mean,system_run_queue_mean,system_blocked_processes_mean,npu_utilization_mean,npu_hbm_usage_mean,npu_aicore_usage_mean,token_rows_with_usage,output_tokens_mean,output_tps_request_mean,output_tps_session_delta_mean
multi-inst-25x2ix2w-stag150,/root/Zehao/ClawHarness/out/batch_run_5/task-01/20260420T134347Z_vps-docker-qwen3-235b-multi-inst-25x2ix2w-stag150-worker,2,100,100,0,3750.0295,13.27912,36.134,287.773,9984.84217,7537.527,17648.778,43784.406,166.31648,14.602,4199.388,10164.47689,7546.438,21443.974,43798.672,43.41743832092903,34.576082522868056,8.84135579806097,0.0579349496978829,1241407.0160875455,6620.970593047502,0.0,44.723798304491424,28.71951729753588,sda,0.620121455641295,0.013104424455504315,0.44813851726709586,0.09631877539838364,6806.422924676195,827078.3051763237,1331003.5676909732,31.16155274492793,0.005513446874571937,82.04358552631578,95.0,39.96463815789474,100,83.66,9.36666795,4.40036189
multi-inst-25x2ix2w-stag300,/root/Zehao/ClawHarness/out/batch_run_5/task-01/20260420T135500Z_vps-docker-qwen3-235b-multi-inst-25x2ix2w-stag300-worker,2,100,100,0,4030.52575,12.014100000000001,37.879,263.395,10443.977859999999,8259.421,18498.19,43240.202,129.08249,18.018,3834.907,10585.10987,8269.535,19529.335,43253.25,47.11656509695291,37.48271468144044,9.633850415512466,0.05817174515235457,1208486.515235457,6676.6967313019395,0.0,50.4424376731302,30.80747922437673,sda,0.6440443213296398,0.002770083102493075,0.4649307479224377,0.09409972299168975,6911.128268698061,817087.8346176214,1321615.6634578595,30.87295113328538,0.002766257020859797,82.77878289473685,95.0,41.78371710526316,100,87.95,9.032019589999999,4.8564095300000005
multi-inst-25x2ix2w-stag500,/root/Zehao/ClawHarness/out/batch_run_5/task-01/20260420T140612Z_vps-docker-qwen3-235b-multi-inst-25x2ix2w-stag500-worker,2,100,100,0,4052.8765,17.689970000000002,13.064,607.758,14000.41355,14856.026,24575.436,49032.395,216.60111,16.033,10314.694,14234.74378,14867.862,24593.755,49043.411,35.33176515726975,28.12197397181701,7.209791185452742,0.03942207822406871,1270060.8968639062,5434.809307517014,0.0,42.75857124033051,20.386678965073557,sda,0.489114359681895,0.0,0.4062922240997101,0.07543367386485188,5502.976622692111,819283.9662975455,1321281.156494883,31.830261620935865,0.003954870001779208,85.8065710167715,95.44622423130679,43.03446016771488,100,131.43,10.73719478,6.36649419
