scenario,benchmark_cpu_peak,benchmark_cpu_peak_t_sec,benchmark_rss_peak_kib,benchmark_rss_peak_t_sec,system_disk_pct_util_peak,system_disk_pct_util_peak_t_sec,system_disk_w_await_peak,system_disk_w_await_peak_t_sec,system_interrupts_peak,system_interrupts_peak_t_sec,system_context_switches_peak,system_context_switches_peak_t_sec,system_run_queue_peak,system_run_queue_peak_t_sec,npu_utilization_peak,npu_utilization_peak_t_sec,npu_aicore_peak,npu_aicore_peak_t_sec,npu_hbm_peak,npu_hbm_peak_t_sec
multi-inst-25x2ix2w-stag150,294.0,9.0,1722988.0,24.0,6.2,29.0,3.05,12.0,1022746.0,346.0,1590379.5,346.0,66.5,289.0,95.0625,219.774745,51.6875,114.983448,95.0,0.0
multi-inst-25x2ix2w-stag300,321.0,89.0,1742364.0,22.0,5.6,36.0,3.42,12.0,984411.0,336.0,1552910.5,266.0,67.0,179.0,97.0,65.362599,53.25,65.362599,95.0,0.0
multi-inst-25x2ix2w-stag500,312.0,41.0,1915264.0,24.0,7.2,61.0,3.29,31.0,976120.5,470.0,1533704.0,497.0,66.5,86.0,97.125,303.26668,52.8125,123.12935,95.5,102.799127
