scenario,run_dir,run_started_at,run_finished_at,run_wall_clock_sec,first_request_started_at,last_request_finished_at,request_window_sec
multi-inst-25x2ix2w-stag150,/root/Zehao/ClawHarness/out/batch_run_5/task-01/20260420T134347Z_vps-docker-qwen3-235b-multi-inst-25x2ix2w-stag150-worker,2026-04-20T13:44:03.573236+00:00,2026-04-20T13:50:11.215167+00:00,367.641931,2026-04-20T13:44:03.640332+00:00,2026-04-20T13:49:53.772229+00:00,350.131897
multi-inst-25x2ix2w-stag300,/root/Zehao/ClawHarness/out/batch_run_5/task-01/20260420T135500Z_vps-docker-qwen3-235b-multi-inst-25x2ix2w-stag300-worker,2026-04-20T13:55:15.952829+00:00,2026-04-20T14:01:25.010506+00:00,369.057677,2026-04-20T13:55:16.023138+00:00,2026-04-20T14:01:02.293645+00:00,346.270507
multi-inst-25x2ix2w-stag500,/root/Zehao/ClawHarness/out/batch_run_5/task-01/20260420T140612Z_vps-docker-qwen3-235b-multi-inst-25x2ix2w-stag500-worker,2026-04-20T14:06:27.214079+00:00,2026-04-20T14:15:05.829235+00:00,518.615156,2026-04-20T14:06:28.039077+00:00,2026-04-20T14:14:39.671904+00:00,491.632827
