scenario,connect,send,wait,history,total
multi-inst-25x2ix2w-stag150,3750.0295,13.27912,9984.84217,166.31648,10164.47689
multi-inst-25x2ix2w-stag300,4030.52575,12.014100000000001,10443.977859999999,129.08249,10585.10987
multi-inst-25x2ix2w-stag500,4052.8765,17.689970000000002,14000.41355,216.60111,14234.74378
