scenario,utilization_pct,hbm_usage_pct,aicore_usage_pct
single-q,61.872727272727275,94.2875,21.5125
multi-25x4w-stag500,78.44642857142857,95.0,40.924107142857146
multi-inst-25x1dx4ix1w-stag500,78.27155172413794,97.0,38.2801724137931
multi-inst-25x2dx2ix1w-500,78.06750672043012,96.0,38.0582997311828
