scenario,busiest_device,pct_util,r_await,w_await,aqu_sz,system_wkb_s,benchmark_kb_wr_per_s
single-q,sda,0.6064942528735633,0.005747126436781609,0.47455938697318006,0.04603448275862069,4538.34745210728,4445.464521072797
multi-25x4w-stag500,sda,0.9095785440613027,0.0,0.7467816091954023,0.14379310344827587,8679.264367816091,8779.892567049808
multi-inst-25x1dx4ix1w-stag500,sda,0.9721481481481482,0.007407407407407408,0.7377407407407407,0.20007407407407407,11186.673259259258,5533.060062021005
multi-inst-25x2dx2ix1w-500,sda,0.9368941326530613,0.006873582766439909,0.708873299319728,0.21472115929705216,11224.913326247166,9748.680659102001
