scenario,send_p95,send_p99,wait_p50,wait_p95,wait_p99,history_p95,history_p99,total_p95,total_p99
multi-5x4w-stag150,212.629,436.667,8821.875,20327.447,33205.83,19.084,3013.742,20774.481,36223.634
multi-5x4w-stag300,9.502,45.343,8613.919,18823.83,32186.11,17.505,3017.172,18839.169,35207.326
multi-5x4w-stag500,149.812,207.624,9145.18,19874.123,19915.018,8620.867,8622.728,19902.753,20081.845
