scenario,busiest_device,pct_util,r_await,w_await,aqu_sz,system_wkb_s,benchmark_kb_wr_per_s
multi-5x4w-stag150,sda,0.7988095238095237,0.03571428571428571,0.6132142857142857,0.13428571428571429,10602.142857142857,10767.52
multi-5x4w-stag300,sda,0.9297297297297297,0.08108108108108109,0.7732432432432432,0.1647297297297297,11906.702702702703,12233.621621621622
multi-5x4w-stag500,sda,0.927027027027027,0.0,0.602027027027027,0.15054054054054056,11338.27027027027,11251.621621621622
