scenario,rows_with_usage,output_tokens_mean,output_tps_request_mean,output_tps_session_delta_mean
multi-5x4w-stag150,20,16.65,1.73179155,1.73179155
multi-5x4w-stag300,20,16.2,1.7078773999999999,1.7078773999999999
multi-5x4w-stag500,18,16.77777777777778,1.7224948333333332,1.7224948333333332
