scenario,run_dir,instance_num,requests_total,requests_ok,requests_failed,connect_mean_ms,send_mean_ms,send_p95_ms,send_p99_ms,wait_mean_ms,wait_p50_ms,wait_p95_ms,wait_p99_ms,history_mean_ms,history_p95_ms,history_p99_ms,total_mean_ms,total_p50_ms,total_p95_ms,total_p99_ms,benchmark_cpu_percent_mean,benchmark_cpu_usr_percent_mean,benchmark_cpu_system_percent_mean,benchmark_cpu_wait_percent_mean,benchmark_rss_kib_mean,benchmark_kb_wr_per_s_mean,benchmark_iodelay_mean,benchmark_cswch_per_s_mean,benchmark_nvcswch_per_s_mean,system_busiest_device,system_disk_pct_util_mean,system_disk_r_await_mean,system_disk_w_await_mean,system_disk_aqu_sz_mean,system_disk_wkb_s_mean,system_interrupts_per_s_mean,system_context_switches_per_s_mean,system_run_queue_mean,system_blocked_processes_mean,npu_utilization_mean,npu_hbm_usage_mean,npu_aicore_usage_mean,token_rows_with_usage,output_tokens_mean,output_tps_request_mean,output_tps_session_delta_mean
single-w,/root/Zehao/ClawHarness/out/batch_run_3/task-01/20260417T094403Z_vps-docker-qwen3-235b8x2-single-20-worker,1,20,20,0,7213.745,4.9493,12.813,17.486,6251.7775,4932.883,15093.321,27660.346,207.13595,22.146,3979.985,6463.907,4960.111,19077.865,27671.77,36.08510638297872,29.21276595744681,6.872340425531915,0.14184397163120568,698423.8297872341,6262.609929078014,0.0,32.9290780141844,68.40425531914893,sda,0.597872340425532,0.0,0.32269503546099293,0.05148936170212766,6219.290780141844,881022.0,1410798.3450704226,28.260563380281692,0.007042253521126761,59.083333333333336,92.0,21.358333333333334,20,80.8,15.7470213,9.4084444
single-r,/root/Zehao/ClawHarness/out/batch_run_3/task-01/20260417T094635Z_vps-docker-qwen3-235b8x2-single-20-request,1,20,20,0,70.545,3.4299500000000003,7.147,18.233,5645.3781,4852.591,5151.154,20677.747,211.83724999999998,9.17,4102.638,5860.68575,4861.988,5158.431,24784.4,42.83606557377049,34.42622950819672,8.40983606557377,0.04918032786885246,818349.9672131147,7453.868852459016,0.0,32.040983606557376,26.401639344262296,sda,0.7762295081967213,0.0,0.3732786885245902,0.0709016393442623,7244.6557377049185,845172.9024390244,1385974.894308943,29.21951219512195,0.024390243902439025,52.99038461538461,92.0,19.125,20,16.5,3.2674942000000002,3.2674942000000002
single-inst-w,/root/Zehao/ClawHarness/out/batch_run_3/task-01/20260417T095921Z_vps-docker-qwen3-235b8x2-single-inst-5x4i-worker,4,20,20,0,155.62975,9.28965,31.824,33.747,16072.20055,14677.987,29097.284,44372.283,871.6742,4190.817,4823.283,16953.2044,14750.209,29105.079,44384.492,104.18554877689897,84.64656507626265,19.538983700636326,0.27053738200733934,2348106.9698692523,20503.21945594182,0.0,77.91857154893528,120.57772928876085,sda,1.1330507265409788,0.015856697211163236,0.6464146946733473,0.3621835211750856,20175.37606744635,808216.3913030964,1355873.0851194384,25.125151629072683,0.007847953216374269,61.52369505494506,92.0,30.849158653846153,20,91.15,6.9415478,4.7167027500000005
single-inst-r,/root/Zehao/ClawHarness/out/batch_run_3/task-01/20260417T100212Z_vps-docker-qwen3-235b8x2-single-inst-5x4i-request,4,20,20,0,2124.38875,10.53765,34.375,46.589,10352.44565,9024.259,18123.244,18787.094,885.8252500000001,4455.489,4758.419,11248.8467,9063.101,22376.036,23549.777,166.98093935248517,133.06003843397824,33.92090091850694,0.306328577942805,2410097.082014201,31921.68722558791,0.0,109.61646146830824,145.43705947495278,sda,1.3852857305712982,0.011800534167155234,0.9730305761839619,0.6211454384079214,28898.168480880726,787868.6297879617,1346129.8479480164,24.822366621067033,0.00872093023255814,51.05555555555556,92.0,25.786458333333332,20,16.9,1.7603986500000002,1.7603986500000002
