scenario,connect,send,wait,history,total
single-w,7213.745,4.9493,6251.7775,207.13595,6463.907
single-r,70.545,3.4299500000000003,5645.3781,211.83724999999998,5860.68575
single-inst-w,155.62975,9.28965,16072.20055,871.6742,16953.2044
single-inst-r,2124.38875,10.53765,10352.44565,885.8252500000001,11248.8467
