scenario,utilization_pct,hbm_usage_pct,aicore_usage_pct
single-w,59.083333333333336,92.0,21.358333333333334
single-r,52.99038461538461,92.0,19.125
single-inst-w,61.52369505494506,92.0,30.849158653846153
single-inst-r,51.05555555555556,92.0,25.786458333333332
