scenario,send_p95,send_p99,wait_p50,wait_p95,wait_p99,history_p95,history_p99,total_p95,total_p99
多实例并行300,9.811,40.899,11177.102,18134.274,40607.149,15.721,4336.9,19253.36,40618.018
多实例独占受限并行0,23.319,33.632,9089.207,20027.631,70543.205,22.561,4290.323,24321.906,70557.738
多实例并行500,19.593,42.195,9303.655,20720.914,21823.683,17.671,3566.817,20813.725,21834.523
多实例独占受限并行300,28.561,60.738,14519.101,28451.256,31058.345,28.8,4393.879,28468.426,31069.254
