scenario,utilization_pct,hbm_usage_pct,aicore_usage_pct
多实例并行300,82.30668826219512,97.0,41.907526676829264
多实例独占受限并行0,77.18891958841463,97.0,37.798628048780486
多实例并行500,85.16511043015726,97.0,42.2442327705828
多实例独占受限并行300,82.61852975650334,97.0,39.67006484422262
