sample_timestamp,sample_time,sample_kind,uid,pid,command,pct_usr,pct_system,pct_guest,pct_wait,pct_cpu,cpu
2026-03-20T11:26:03+00:00,11:26:03,interval,1000,22316,docker-init,0.0,0.0,0.0,0.0,0.0,8
2026-03-20T11:26:04+00:00,11:26:04,interval,1000,22316,docker-init,0.0,0.0,0.0,0.0,0.0,8
2026-03-20T11:26:05+00:00,11:26:05,interval,1000,22316,docker-init,0.0,0.0,0.0,0.0,0.0,8
