scenario,total_mean,total_p50,total_p95,total_p99
multi-5x4w-stag150,6013.653700000001,3098.864,21487.595,21670.827
multi-5x4w-stag300,3189.6548,2133.527,3306.148,21145.874
multi-5x4w-stag500,6249.9945,3272.718,21220.16,21792.138
