scenario,benchmark_cpu_peak,benchmark_cpu_peak_t_sec,benchmark_rss_peak_kib,benchmark_rss_peak_t_sec,system_disk_pct_util_peak,system_disk_pct_util_peak_t_sec,system_disk_w_await_peak,system_disk_w_await_peak_t_sec,system_interrupts_peak,system_interrupts_peak_t_sec,system_context_switches_peak,system_context_switches_peak_t_sec,system_run_queue_peak,system_run_queue_peak_t_sec,npu_utilization_peak,npu_utilization_peak_t_sec,npu_aicore_peak,npu_aicore_peak_t_sec,npu_hbm_peak,npu_hbm_peak_t_sec
multi-5x4w-stag150,162.0,23.0,969872.0,35.0,6.8,12.0,6.72,24.0,976196.0,25.0,1568066.0,25.0,63.0,35.0,90.3125,27.298416,47.9375,27.298416,93.5,0.0
multi-5x4w-stag300,144.0,18.0,964636.0,44.0,6.4,8.0,6.49,27.0,957741.0,42.0,1508868.0,16.0,66.0,35.0,83.0625,36.188851,33.125,36.188851,93.5,0.0
multi-5x4w-stag500,151.0,25.0,968888.0,36.0,6.4,25.0,5.94,31.0,889589.0,32.0,1430881.0,32.0,67.0,25.0,87.6875,27.701099,46.5,27.701099,93.5,0.0
