scenario,send_p95,send_p99,wait_p50,wait_p95,wait_p99,history_p95,history_p99,total_p95,total_p99
multi-5x4w-stag150,30.207,201.566,3089.196,18691.624,21477.083,15.525,2974.789,21487.595,21670.827
multi-5x4w-stag300,18.684,24.81,2121.413,3293.714,17226.913,14.767,3914.796,3306.148,21145.874
multi-5x4w-stag500,413.9,4409.743,3227.596,17373.795,17380.856,26.197,3835.357,21220.16,21792.138
