scenario,run_dir,run_started_at,run_finished_at,run_wall_clock_sec,first_request_started_at,last_request_finished_at,request_window_sec
multi-5x4w-stag150,/root/Zehao/ClawHarness/out/batch_run_4/task-01/20260417T135108Z_vps-docker-qwen3-235b8x2-multi-5x4w-stag150-request,2026-04-17T13:51:16.493644+00:00,2026-04-17T13:52:00.757676+00:00,44.264032,2026-04-17T13:51:16.558219+00:00,2026-04-17T13:51:52.127874+00:00,35.569655
multi-5x4w-stag300,/root/Zehao/ClawHarness/out/batch_run_4/task-01/20260417T135318Z_vps-docker-qwen3-235b8x2-multi-5x4w-stag300-request,2026-04-17T13:53:25.652973+00:00,2026-04-17T13:54:18.561406+00:00,52.908433,2026-04-17T13:53:25.722408+00:00,2026-04-17T13:54:10.262434+00:00,44.540026
multi-5x4w-stag500,/root/Zehao/ClawHarness/out/batch_run_4/task-01/20260417T135537Z_vps-docker-qwen3-235b8x2-multi-5x4w-stag500-request,2026-04-17T13:55:44.330650+00:00,2026-04-17T13:56:28.199288+00:00,43.868638,2026-04-17T13:55:44.402296+00:00,2026-04-17T13:56:20.479295+00:00,36.076999
