scenario,connect,send,wait,history,total
multi-5x4w-stag150,4577.45175,14.5318,5842.5711,156.51080000000002,6013.653700000001
multi-5x4w-stag300,23516.87125,4.55145,2982.0320500000003,203.03199999999998,3189.6548
multi-5x4w-stag500,3400.16,268.15545000000003,5780.84775,200.9563,6249.9945
