scenario,interrupts_per_s,system_context_switches_per_s,run_queue,blocked_processes,benchmark_cswch_per_s,benchmark_nvcswch_per_s,benchmark_iodelay
multi-5x4w-stag150,744389.9459459459,1306381.6756756757,18.027027027027028,0.02702702702702703,48.84888888888889,91.77722222222222,0.0
multi-5x4w-stag300,754174.4130434783,1326418.5217391304,21.41304347826087,0.0,42.2,58.422222222222224,0.0
multi-5x4w-stag500,731952.5263157894,1291726.3157894737,14.105263157894736,0.0,43.513513513513516,65.08108108108108,0.0
