sample_timestamp,sample_time,sample_kind,uid,pid,command,pct_usr,pct_system,pct_guest,pct_wait,pct_cpu,cpu
2026-03-20T11:26:43+00:00,11:26:43,interval,1000,23047,docker-init,0.0,0.0,0.0,0.0,0.0,2
2026-03-20T11:26:44+00:00,11:26:44,interval,1000,23047,docker-init,0.0,0.0,0.0,0.0,0.0,2
2026-03-20T11:26:45+00:00,11:26:45,interval,1000,23047,docker-init,0.0,0.0,0.0,0.0,0.0,2
