scenario,run_dir,instance_num,requests_total,requests_ok,requests_failed,connect_mean_ms,send_mean_ms,send_p95_ms,send_p99_ms,wait_mean_ms,wait_p50_ms,wait_p95_ms,wait_p99_ms,history_mean_ms,history_p95_ms,history_p99_ms,total_mean_ms,total_p50_ms,total_p95_ms,total_p99_ms,benchmark_cpu_percent_mean,benchmark_cpu_usr_percent_mean,benchmark_cpu_system_percent_mean,benchmark_cpu_wait_percent_mean,benchmark_rss_kib_mean,benchmark_kb_wr_per_s_mean,benchmark_iodelay_mean,benchmark_cswch_per_s_mean,benchmark_nvcswch_per_s_mean,system_busiest_device,system_disk_pct_util_mean,system_disk_r_await_mean,system_disk_w_await_mean,system_disk_aqu_sz_mean,system_disk_wkb_s_mean,system_interrupts_per_s_mean,system_context_switches_per_s_mean,system_run_queue_mean,system_blocked_processes_mean,npu_utilization_mean,npu_hbm_usage_mean,npu_aicore_usage_mean,token_rows_with_usage,output_tokens_mean,output_tps_request_mean,output_tps_session_delta_mean
single-w,/root/Zehao/ClawHarness/out/batch_run_2/task-01/20260416T191122Z_vps-docker-qwen3-235b8x2-single-20-request,1,20,20,0,76.176,5.68795,11.023,22.391,5172.10235,4651.527,5313.565,14581.131,204.8962,8.588,3966.402,5382.726049999999,4659.412,5324.246,18552.41,34.96107142857143,27.631428571428568,7.329642857142857,0.08928571428571429,1015687.8928571428,6402.682857142857,0.0,31.51535714285714,34.07035714285714,sda,0.6401785714285715,0.0,0.39875000000000005,0.07482142857142858,6401.5,849986.5221238938,1382521.1150442478,30.991150442477878,0.0,57.34375,92.0,20.052083333333332,20,16.15,3.3422813499999995,3.3422813499999995
multi-5x4w-stag500,/root/Zehao/ClawHarness/out/batch_run_2/task-01/20260416T192209Z_vps-docker-qwen3-235b8x2-multi-5x4w-stag500-request,1,20,20,0,15635.4125,31.762900000000002,149.812,207.624,9474.68715,9145.18,19874.123,19915.018,873.7705,8620.867,8622.728,10380.259750000001,9172.508,19902.753,20081.845,71.95945945945945,61.067567567567565,10.891891891891891,0.12162162162162163,801675.1351351351,11251.621621621622,0.0,40.82432432432432,53.37837837837838,sda,0.927027027027027,0.0,0.602027027027027,0.15054054054054056,11338.27027027027,751041.5733333334,1290073.8133333332,25.173333333333332,0.02666666666666667,49.015625,92.0,26.3515625,18,16.77777777777778,1.7224948333333332,1.7224948333333332
multi-inst-5x4i,/root/Zehao/ClawHarness/out/batch_run_2/task-01/20260416T192959Z_vps-docker-qwen3-235b8x2-single-inst-5x4i-request,4,20,20,0,2535.7485,8.023349999999999,27.454,35.562,10255.9455,8472.471,15847.561,33515.782,774.9242,3867.856,3944.455,11038.93545,8480.94,19634.753,37387.22,160.99150697814773,134.3268730102849,26.664633967862798,0.2502170979287684,3227186.4513222855,26942.26762689332,0.0,74.77646785860973,124.09714954610607,sda,1.564212328480063,0.1504801667630615,0.8243381090686582,0.34997141736029036,24263.30747562887,775969.5727663923,1344737.595197322,21.852338165065042,0.016861132270791827,43.6678740530303,92.0,21.391595643939397,20,16.85,1.93173345,1.93173345
multi-inst-5x2ix2w-500,/root/Zehao/ClawHarness/out/batch_run_2/task-01/20260416T193804Z_vps-docker-qwen3-235b8x2-multi-inst-5x2ix2w-stag500-request,2,20,20,0,9324.4095,11.2447,37.475,43.133,11112.1515,8923.419,17165.637,34142.645,746.7268,3973.701,4013.136,11870.1567,8973.713,20555.677,38120.917,116.27452667814114,97.68187033849685,18.592656339644293,0.3937177280550775,1723885.3763625934,18468.254159495125,0.0,58.99541021227768,170.3298909925416,sda,1.4634179575444637,0.0299411933448078,0.7798601549053357,0.2031189041881813,18314.67240390132,771396.6147058823,1312154.1210084034,23.686764705882354,0.0058823529411764705,53.99652777777778,92.0,27.586805555555557,20,16.5,1.7136923,1.7136923
