scenario,busiest_device,pct_util,r_await,w_await,aqu_sz,system_wkb_s,benchmark_kb_wr_per_s
single-w,sda,0.2858744394618834,0.0,0.29872197309417037,0.030156950672645743,2934.609865470852,2927.1478923766817
multi-5x4w-stag500,sda,0.5351476793248945,0.004219409282700422,0.3584810126582279,0.056329113924050635,5776.308481012658,5943.052194092827
multi-inst-5x4i,sda,0.8139675362236238,0.041259517789234736,0.5087193004884076,0.12733811687519025,10746.225774012712,9641.608475882726
multi-inst-5x2ix2w-500,sda,0.5017375725173473,0.0,0.7800601183028097,0.14933500170629052,6316.030673415993,6241.993811853032
