scenario,interrupts_per_s,system_context_switches_per_s,run_queue,blocked_processes,benchmark_cswch_per_s,benchmark_nvcswch_per_s,benchmark_iodelay
single-w,980709.0067264574,1547219.7331838566,33.76008968609865,0.002242152466367713,44.817556053811664,11.81286995515695,0.0
multi-5x4w-stag500,883693.5504201681,1398899.5420168068,33.357142857142854,0.01680672268907563,45.09902953586498,18.316160337552745,0.0
multi-inst-5x4i,892733.6373543551,1417049.3030293784,34.285913278370174,0.007659347099002271,108.55411261454712,52.41224095568795,0.0
multi-inst-5x2ix2w-500,941026.6241837475,1473082.6493515326,37.131960819880284,0.005044893887175767,75.43568399499489,23.219855192810826,0.0
