scenario,utilization_pct,hbm_usage_pct,aicore_usage_pct
多会话并发150ms间隔,82.97448979591837,94.5,37.557397959183675
多会话并发300ms间隔,82.56831395348837,95.0,42.22093023255814
多会话并发500ms间隔,87.40875,95.0,44.37375
