scenario,pct_cpu_total,pct_cpu_usr,pct_cpu_system
多会话并发150ms间隔,30.133340517241383,23.840344827586208,6.292995689655172
多会话并发300ms间隔,33.44019900497512,26.629303482587062,6.810895522388059
多会话并发500ms间隔,28.92944680851064,22.784893617021275,6.144553191489361
