scenario,run_dir,sample_count,fs_worker_exec_count,fs_worker_exec_pct,fs_callback_count,fs_callback_pct,event_loop_poll_count,event_loop_poll_pct,microtask_count,microtask_pct,futex_sync_count,futex_sync_pct,worker_message_count,worker_message_pct,json_parse_count,json_parse_pct,libuv_worker_other_count,libuv_worker_other_pct,gateway_main_other_count,gateway_main_other_pct,v8_worker_count,v8_worker_pct,other_count,other_pct
vps-docker-single-task-00-500-light,/root/client-harness/out/20260410T135938Z_vps-docker-single-task-00-500-light,,,,,,,,,,,,,,,,,,,,,,,
vps-docker-multi-task-00-500-light,/root/client-harness/out/20260410T135223Z_vps-docker-multi-task-00-500-light,,,,,,,,,,,,,,,,,,,,,,,
