scenario,run_dir,openat_count,openat_total_sec,openat_mean_ms,statx_count,statx_total_sec,statx_mean_ms,newfstatat_count,newfstatat_total_sec,newfstatat_mean_ms,pread64_count,pread64_total_sec,pread64_mean_ms,clone_count,clone_total_sec,clone_mean_ms,sched_yield_count,sched_yield_total_sec,sched_yield_mean_ms,futex_count,futex_total_sec,futex_mean_ms,read_count,read_total_sec,read_mean_ms,write_count,write_total_sec,write_mean_ms,futex_total_sec_per_request,futex_total_sec_per_wall_sec,statx_total_sec_per_request,statx_total_sec_per_wall_sec,openat_total_sec_per_request,openat_total_sec_per_wall_sec,estimated_makespan_sec
vps-docker-single-task-00-500-light,/root/client-harness/out/20260410T135938Z_vps-docker-single-task-00-500-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.731489
vps-docker-multi-task-00-500-light,/root/client-harness/out/20260410T145118Z_vps-docker-multi-task-00-500-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.68924
