scenario,cpu_percent,rss_kib,kb_wr_per_s,iodelay,cswch_per_s,nvcswch_per_s
vps-docker-single-task-00-500-light,105.34592307692307,924474.7076923077,11243.962846153845,0.0,62.25630769230769,1.8306923076923078
vps-docker-multi-task-00-500-light,106.94108333333334,994898.9666666667,13976.22675,0.0,45.004083333333334,1.8582500000000002
