scenario,interrupts_per_s,system_context_switches_per_s,run_queue,blocked_processes,benchmark_cswch_per_s,benchmark_nvcswch_per_s,benchmark_iodelay
single-w,922447.7912395154,1423632.5358807084,37.466915191053126,0.0027958993476234857,30.418909599254427,7.982283317800559,0.0
multi-25x4w-stag500,821966.9595744681,1316656.8063829788,32.304255319148936,0.002127659574468085,29.16125531914894,17.327468085106382,0.0
multi-inst-25x1dx4ix1w-stag500,842955.4875,1337455.4410714286,33.128571428571426,0.008928571428571428,,,
multi-inst-25x2dx2ix1w-500,803880.9822522881,1306945.3873975328,30.87957421408675,0.0,,,
