scenario,utilization_pct,hbm_usage_pct,aicore_usage_pct
single-w,79.86036036036036,94.0,28.42511261261261
multi-25x4w-stag500,87.40875,95.0,44.37375
multi-inst-25x1dx4ix1w-stag500,87.4364406779661,96.92902542372882,40.95127118644068
multi-inst-25x2dx2ix1w-500,83.68587748933143,96.0,44.02827169274538
