scenario,connect,send,wait,history,total
single-w,67.328,3.7432,10659.810309999999,52.52391000000001,10716.11214
multi-25x4w-stag500,898.62825,8.49536,15743.31589,41.805910000000004,15793.655120000001
multi-inst-25x1dx4ix1w-stag500,5649.08625,4.58149,14463.243859999999,182.09208999999998,14649.95698
multi-inst-25x2dx2ix1w-500,2311.869,4.32861,12508.64862,183.37682,12696.39456
